Container ID,Container Name,Image,Check Name,Severity,Passed,Details
926d63561e7e860c811e35eae48d71c0549138fe3884320f10a60dff619b96e3,/minikube,gcr.io/k8s-minikube/kicbase:v0.0.45@sha256:81df288595202a317b1a4dc2506ca2e4ed5f22373c19a441b88cfbf4b9867c85,vulnerability_check,critical,true,"map[image:gcr.io/k8s-minikube/kicbase:v0.0.45@sha256:81df288595202a317b1a4dc2506ca2e4ed5f22373c19a441b88cfbf4b9867c85 scan_type:basic_image_analysis]"
926d63561e7e860c811e35eae48d71c0549138fe3884320f10a60dff619b96e3,/minikube,gcr.io/k8s-minikube/kicbase:v0.0.45@sha256:81df288595202a317b1a4dc2506ca2e4ed5f22373c19a441b88cfbf4b9867c85,secrets_check,critical,true,"map[env_vars_checked:2]"
926d63561e7e860c811e35eae48d71c0549138fe3884320f10a60dff619b96e3,/minikube,gcr.io/k8s-minikube/kicbase:v0.0.45@sha256:81df288595202a317b1a4dc2506ca2e4ed5f22373c19a441b88cfbf4b9867c85,resource_limits_check,low,false,"map[cpu_limit:false memory_limit:true missing_limits:[cpu_limit pids_limit] pids_limit:false]"
926d63561e7e860c811e35eae48d71c0549138fe3884320f10a60dff619b96e3,/minikube,gcr.io/k8s-minikube/kicbase:v0.0.45@sha256:81df288595202a317b1a4dc2506ca2e4ed5f22373c19a441b88cfbf4b9867c85,image_integrity_check,medium,true,"map[image:gcr.io/k8s-minikube/kicbase:v0.0.45@sha256:81df288595202a317b1a4dc2506ca2e4ed5f22373c19a441b88cfbf4b9867c85 trust_verified:true]"
926d63561e7e860c811e35eae48d71c0549138fe3884320f10a60dff619b96e3,/minikube,gcr.io/k8s-minikube/kicbase:v0.0.45@sha256:81df288595202a317b1a4dc2506ca2e4ed5f22373c19a441b88cfbf4b9867c85,cis_1_1_1,high,false,"map[reason:Container running as root user violates CIS control 1.1.1 user:]"
926d63561e7e860c811e35eae48d71c0549138fe3884320f10a60dff619b96e3,/minikube,gcr.io/k8s-minikube/kicbase:v0.0.45@sha256:81df288595202a317b1a4dc2506ca2e4ed5f22373c19a441b88cfbf4b9867c85,cis_1_1_2,high,false,"map[reason:Container running as root user violates CIS control 1.1.2 user:]"
926d63561e7e860c811e35eae48d71c0549138fe3884320f10a60dff619b96e3,/minikube,gcr.io/k8s-minikube/kicbase:v0.0.45@sha256:81df288595202a317b1a4dc2506ca2e4ed5f22373c19a441b88cfbf4b9867c85,cis_3_5,critical,false,"map[privileged:true reason:Container is running in privileged mode which violates CIS control 3.5]"
926d63561e7e860c811e35eae48d71c0549138fe3884320f10a60dff619b96e3,/minikube,gcr.io/k8s-minikube/kicbase:v0.0.45@sha256:81df288595202a317b1a4dc2506ca2e4ed5f22373c19a441b88cfbf4b9867c85,cis_3_10,high,true,"map[network_mode:minikube]"
926d63561e7e860c811e35eae48d71c0549138fe3884320f10a60dff619b96e3,/minikube,gcr.io/k8s-minikube/kicbase:v0.0.45@sha256:81df288595202a317b1a4dc2506ca2e4ed5f22373c19a441b88cfbf4b9867c85,cis_3_16,high,true,"map[added_capabilities:[]]"
926d63561e7e860c811e35eae48d71c0549138fe3884320f10a60dff619b96e3,/minikube,gcr.io/k8s-minikube/kicbase:v0.0.45@sha256:81df288595202a317b1a4dc2506ca2e4ed5f22373c19a441b88cfbf4b9867c85,cis_3_19,high,false,"map[allows_privilege_escalation:true reason:Container may allow privilege escalation which violates CIS control 3.19]"
